animal_type,primary_color,sex,dob,intake_date,intake_condition,intake_type,intake_subtype,outcome_date,outcome_type,outcome_is_dead,geopoint,adopted,age,month,season
cat,black,Neutered,2023-08-21,2023-10-03,under age/weight,stray,field,2024-01-14,adoption,FALSE,"33.867414, -118.2028381",Yes,1,01,Winter
cat,orange tabby,Male,2024-02-24,2024-04-05,ill mild,stray,field,2024-04-07,rescue,FALSE,"33.8548651, -118.1986475",No,1,04,Spring
dog,tan,Female,2014-11-25,2018-11-25,normal,stray,field,2018-11-28,return to owner,FALSE,"33.8548651, -118.1986475",No,10,11,Fall
cat,orange tabby,Spayed,2024-06-30,2024-07-26,under age/weight,stray,otc,2024-09-26,rescue,FALSE,"33.8517161, -118.1984884",No,0,09,Fall
dog,black,Spayed,2024-05-10,2024-09-26,normal,return,adoption,2024-10-05,adoption,FALSE,"33.7668624, -118.19413",Yes,0,10,Fall
dog,cream,Spayed,2019-02-14,2020-07-09,behavior  moderate,owner surrender,otc,2020-08-06,rescue,FALSE,"33.7668624, -118.19413",No,6,08,Summer
dog,brown,Male,2012-12-31,2022-12-31,normal,stray,otc,2022-12-31,return to owner,FALSE,"33.7684834, -118.1933559",No,12,12,Winter
dog,yellow,Male,2007-02-20,2017-02-20,ill severe,stray,field,2017-02-20,euthanasia,TRUE,"33.8530881, -118.1986884",No,18,02,Winter
dog,gray,Neutered,2022-03-03,2022-12-02,normal,stray,field,2023-03-19,adoption,FALSE,"33.8530881, -118.1986884",Yes,3,03,Spring
dog,white,Spayed,2017-07-04,2020-03-07,normal,owner surrender,otc,2020-03-08,transfer,FALSE,"33.8420331, -118.1995231",No,7,03,Spring
dog,white,Male,2017-10-25,2018-10-25,injured  moderate,stray,field,2018-11-11,rescue,FALSE,"33.8116506, -118.1921579",No,7,11,Fall
dog,white,Neutered,2024-03-19,2024-12-19,normal,stray,otc,2024-12-29,adoption,FALSE,"33.8630894, -118.2020459",Yes,1,12,Winter
dog,brown,Female,2019-02-25,2019-04-03,under age/weight,stray,field,2019-04-06,transfer,FALSE,"33.8495902, -118.1990145",No,6,04,Spring
cat,white,Spayed,2019-08-04,2019-08-25,under age/weight,stray,field,2019-11-20,adoption,FALSE,"33.8495902, -118.1990145",Yes,5,11,Fall
dog,white,Female,2008-05-03,2018-05-03,ill moderatete,stray,field,2018-05-12,rescue,FALSE,"33.8495902, -118.1990145",No,16,05,Spring
dog,brown,Neutered,2019-02-18,2021-02-18,normal,stray,otc,2021-03-04,adoption,FALSE,"33.7597778, -118.1426191",Yes,6,03,Spring
dog,red,Neutered,2020-06-05,2024-06-05,normal,stray,otc,2024-07-05,adoption,FALSE,"33.7652208, -118.1675969",Yes,4,07,Summer
dog,red,Neutered,2022-06-04,2024-02-08,normal,owner surrender,otc,2024-02-11,adoption,FALSE,"33.7652208, -118.1675969",Yes,2,02,Winter
dog,red,Spayed,2020-06-05,2024-06-05,normal,stray,otc,2024-06-15,adoption,FALSE,"33.7652208, -118.1675969",Yes,4,06,Summer
cat,black,Male,2023-07-03,2023-08-02,normal,stray,otc,2023-08-24,rescue,FALSE,"33.7853157, -118.1923888",No,1,08,Summer
cat,black,Female,2023-07-03,2023-08-02,normal,stray,otc,2023-08-24,rescue,FALSE,"33.7853157, -118.1923888",No,1,08,Summer
cat,black,Spayed,2022-08-02,2023-08-02,normal,stray,otc,2023-10-25,community cat,FALSE,"33.7853157, -118.1923888",No,2,10,Fall
dog,white,Spayed,2021-02-16,2023-02-16,normal,quarantine,NA,2023-03-16,adoption,FALSE,"33.8775178, -118.2025528",Yes,4,03,Spring
dog,black,Female,2023-04-20,2023-04-19,under age/weight,stray,born@shelt,2023-04-21,rescue,FALSE,"33.7692949, -118.1923932",No,1,04,Spring
dog,black,Male,2023-04-20,2023-04-19,under age/weight,stray,born@shelt,2023-04-21,rescue,FALSE,"33.7692949, -118.1923932",No,1,04,Spring
dog,black,Female,2023-04-20,2023-04-19,under age/weight,stray,born@shelt,2023-04-21,rescue,FALSE,"33.7692949, -118.1923932",No,1,04,Spring
dog,gray,Male,2022-10-08,2023-02-08,injured  mild,stray,field,2023-03-04,adoption,FALSE,"33.8680256, -118.2008129",Yes,2,03,Spring
cat,gray,Female,2023-06-13,2023-07-28,i/i report,stray,otc,2023-08-12,adoption,FALSE,"33.8634376, -118.1939327",Yes,1,08,Summer
cat,gray,Spayed,2023-08-15,2023-09-06,under age/weight,stray,otc,2023-10-29,adoption,FALSE,"33.764581, -118.1920637",Yes,1,10,Fall
cat,gray tabby,Unknown,2021-07-04,2024-07-04,injured  severe,stray,field,2024-07-04,euthanasia,TRUE,"33.776522, -118.1923956",No,3,07,Summer
dog,white,Male,2019-09-04,2023-03-03,normal,stray,otc,2023-03-04,return to owner,FALSE,"33.7652208, -118.1675969",No,5,03,Spring
dog,gray,Female,2015-01-09,2023-01-09,injured  mild,stray,field,2023-01-11,euthanasia,TRUE,"33.7555273, -118.1327143",No,10,01,Winter
dog,white,Female,2018-01-19,2019-04-19,normal,confiscate,cruelty,2019-04-19,return to owner,FALSE,"33.7568894, -118.1358057",No,7,04,Spring
cat,point,Female,2022-03-24,2023-03-24,ill moderatete,stray,otc,2023-03-24,rescue,FALSE,"33.85754960000001, -118.1954039",No,3,03,Spring
bird,brown,Unknown,2018-07-25,2019-07-25,injured  severe,wildlife,field,2019-07-25,transfer,FALSE,"33.8627431, -118.1943384",No,6,07,Summer
dog,tricolor,Male,2013-09-17,2017-10-06,normal,owner surrender,otc,2017-10-07,transfer,FALSE,"33.8627431, -118.1943384",No,11,10,Fall
cat,calico,Unknown,2019-03-28,2022-03-28,ill severe,stray,field,2022-03-28,missing,FALSE,"33.8759962, -118.2032146",No,6,03,Spring
other,brown,Female,2023-01-01,2024-01-01,injured  moderate,wildlife,field,2024-01-01,euthanasia,TRUE,"33.8782977, -118.202541",No,2,01,Winter
cat,white,Male,2016-04-26,2018-04-26,normal,stray,otc,2018-05-03,transfer,FALSE,"33.8639455, -118.1925682",No,8,05,Spring
cat,orange tabby,Neutered,2016-08-18,2021-02-22,ill mild,stray,trap,2021-02-25,euthanasia,TRUE,"33.8695686, -118.2009737",No,8,02,Winter
cat,gray tabby,Spayed,2019-08-18,2020-08-18,ill mild,stray,trap,2020-09-10,"shelter, neuter, return",FALSE,"33.8695686, -118.2009737",No,5,09,Fall
cat,black,Spayed,2019-08-18,2020-08-18,ill mild,stray,trap,2020-09-05,"shelter, neuter, return",FALSE,"33.8695686, -118.2009737",No,5,09,Fall
cat,white,Unknown,2017-07-13,2017-07-13,under age/weight,stray,field,2017-07-18,rescue,FALSE,"33.8742238, -118.2026551",No,7,07,Summer
cat,black,Male,2017-05-03,2017-06-03,under age/weight,stray,otc,2017-06-23,rescue,FALSE,"33.8698318, -118.1953688",No,7,06,Summer
cat,brown  tabby,Female,2017-05-03,2017-06-03,under age/weight,stray,otc,2017-06-23,rescue,FALSE,"33.8698318, -118.1953688",No,7,06,Summer
cat,black,Female,2016-11-03,2018-11-03,normal,stray,otc,2018-12-30,rescue,FALSE,"33.812501, -118.192098",No,8,12,Winter
cat,brown  tabby,Male,2017-03-31,2017-03-31,under age/weight,stray,otc,2017-04-03,transfer,FALSE,"33.812501, -118.192098",No,7,04,Spring
cat,black,Female,2014-03-31,2017-03-31,normal,stray,otc,2017-04-03,transfer,FALSE,"33.812501, -118.192098",No,10,04,Spring
cat,gray,Spayed,2023-07-15,2024-07-14,normal,stray,aban field,2024-08-04,rescue,FALSE,"33.8549898, -118.1934473",No,1,08,Summer
dog,tan,Neutered,2019-04-14,2024-04-14,injured  severe,stray,field,2024-04-19,rescue,FALSE,"33.8509978, -118.1935457",No,5,04,Spring
cat,brown  tabby,Unknown,2018-08-03,2018-10-03,ill severe,stray,field,2018-10-03,euthanasia,TRUE,"33.8490603, -118.1934987",No,6,10,Fall
cat,black,Spayed,2024-06-17,2024-06-19,under age/weight,stray,field,2024-08-31,adoption,FALSE,"33.7655355, -118.1659567",Yes,0,08,Summer
dog,chocolate,Female,2017-06-24,2019-06-24,normal,stray,field,2019-06-30,transfer,FALSE,"33.7583325, -118.2403305",No,7,06,Summer
dog,tan,Neutered,2015-06-20,2019-06-20,normal,stray,otc,2019-06-26,transfer,FALSE,"33.7589323, -118.1403147",No,9,06,Summer
bird,white,Unknown,2016-05-27,2017-05-27,injured  severe,wildlife,field,2017-05-27,transfer,FALSE,"33.764581, -118.1920637",No,8,05,Spring
bird,gray,Unknown,2015-03-02,2020-03-02,ill severe,wildlife,field,2020-03-02,transfer,FALSE,"33.7288676, -118.0850053",No,10,03,Spring
bird,black,Unknown,2020-02-20,2021-02-20,injured  severe,wildlife,field,2021-02-20,euthanasia,TRUE,"33.7953085, -118.1923967",No,5,02,Winter
bird,black,Unknown,2020-02-20,2021-02-20,injured  severe,wildlife,field,2021-02-20,euthanasia,TRUE,"33.7953085, -118.1923967",No,5,02,Winter
bird,black,Unknown,2020-02-20,2021-02-20,injured  severe,wildlife,field,2021-02-20,euthanasia,TRUE,"33.7953085, -118.1923967",No,5,02,Winter
cat,black,Female,2021-06-18,2022-06-18,injured  severe,stray,field,2022-06-18,euthanasia,TRUE,"33.8767505, -118.2037218",No,3,06,Summer
dog,white,Female,2013-03-11,2017-03-11,normal,owner surrender,otc,2017-03-12,transfer,FALSE,"33.8695408, -118.2031579",No,12,03,Spring
cat,orange,Male,2024-03-27,2024-06-27,ill moderatete,stray,field,2024-06-27,euthanasia,TRUE,"33.8436238, -118.1968518",No,1,06,Summer
cat,tortie,Spayed,2014-01-25,2017-01-25,normal,stray,otc,2017-02-01,"shelter, neuter, return",FALSE,"33.8661015, -118.2027924",No,11,02,Winter
dog,brown,Spayed,2023-08-12,2024-07-11,injured  severe,stray,field,2024-10-27,adoption,FALSE,"33.7789677, -118.17907",Yes,1,10,Fall
dog,black,Neutered,2005-09-22,2017-06-14,injured  moderate,owner surrender,field,2017-06-22,rescue,FALSE,"33.7789677, -118.17907",No,19,06,Summer
cat,gray tabby,Female,2017-10-06,2017-10-08,under age/weight,stray,otc,2017-11-15,transfer,FALSE,"33.7789668, -118.1448032",No,7,11,Fall
cat,tortie,Female,2017-10-06,2017-10-08,under age/weight,stray,otc,2017-11-15,transfer,FALSE,"33.7789668, -118.1448032",No,7,11,Fall
dog,chocolate,Spayed,2007-09-05,2019-09-05,normal,owner surrender,otc,2019-10-06,adoption,FALSE,"33.791257, -118.1805629",Yes,17,10,Fall
cat,brown  tabby,Unknown,2020-09-25,2020-11-04,normal,stray,trap,2020-11-04,rescue,FALSE,"33.767028, -118.1805863",No,4,11,Fall
other,gray,Unknown,2022-04-06,2024-04-06,injured  severe,wildlife,field,2024-04-06,euthanasia,TRUE,"33.7714936, -118.1796768",No,2,04,Spring
cat,brown  tabby,Unknown,2024-09-24,2024-10-10,under age/weight,stray,otc,2024-10-10,euthanasia,TRUE,"33.8812326, -118.1801708",No,0,10,Fall
cat,brown  tabby,Male,2016-08-18,2019-08-18,injured  severe,stray,field,2019-08-18,died,TRUE,"33.7789677, -118.17907",No,8,08,Summer
cat,brown  tabby,Female,2018-04-26,2018-05-31,under age/weight,stray,otc,2018-06-08,rescue,FALSE,"33.7789677, -118.17907",No,6,06,Summer
dog,white,Male,2016-05-19,2018-05-19,normal,stray,otc,2018-05-25,transfer,FALSE,"33.7789677, -118.17907",No,8,05,Spring
dog,brown,Neutered,2021-05-13,2022-11-18,ill mild,stray,otc,2023-05-07,adoption,FALSE,"33.7789677, -118.17907",Yes,3,05,Spring
dog,black,Female,2022-11-12,2023-11-12,normal,welfare seized,police,2023-12-15,adoption,FALSE,"33.760205, -118.1477682",Yes,2,12,Winter
dog,gray,Male,2015-09-19,2018-09-19,normal,stray,field,2018-09-26,transfer,FALSE,"33.7789677, -118.17907",No,9,09,Fall
cat,brown,Spayed,2014-09-18,2022-09-17,normal,stray,otc,2022-10-09,rescue,FALSE,"33.7789677, -118.17907",No,10,10,Fall
dog,cream,Male,2018-03-03,2019-03-03,normal,owner surrender,otc,2019-03-04,transfer,FALSE,"33.7670803, -118.1948981",No,7,03,Spring
cat,gray tiger,Neutered,2020-02-10,2020-06-10,normal,stray,field,2020-06-12,adoption,FALSE,"33.7789677, -118.17907",Yes,5,06,Summer
dog,blonde,Neutered,2017-01-01,2018-09-19,fractious,owner surrender,otc,2018-10-10,rescue,FALSE,"33.8768494, -118.2034616",No,8,10,Fall
cat,orange tabby,Neutered,2024-06-11,2024-09-11,ill moderatete,stray,otc,2024-09-21,community cat,FALSE,"33.7789781, -118.1850513",No,0,09,Fall
cat,black,Spayed,2024-03-20,2024-05-22,normal,owner surrender,otc,2024-06-08,adoption,FALSE,"33.8784962, -118.2039496",Yes,1,06,Summer
dog,black,Male,2009-11-03,2017-11-03,normal,owner surrender,otc,2017-11-04,transfer,FALSE,"33.7789834, -118.1426278",No,15,11,Fall
cat,brown  tabby,Neutered,2024-03-20,2024-05-22,normal,owner surrender,otc,2024-05-24,adoption,FALSE,"33.8784962, -118.2039496",Yes,1,05,Spring
guinea pig,black,Female,2015-11-05,2020-11-05,normal,owner surrender,otc,2020-11-30,transport,FALSE,"33.7524828, -118.1230582",No,9,11,Fall
cat,black,Female,2023-08-04,2023-09-19,ill moderatete,stray,field,2023-09-20,euthanasia,TRUE,"33.7789902, -118.1950695",No,1,09,Fall
dog,tan,Male,2020-09-07,2023-09-07,i/i report,stray,otc,2023-09-10,return to owner,FALSE,"33.7789902, -118.1950695",No,4,09,Fall
dog,brown brindle,Neutered,2024-02-04,2024-10-02,normal,stray,otc,2024-10-24,adoption,FALSE,"33.8532997, -118.1961802",Yes,1,10,Fall
cat,gray tabby,Female,2019-02-28,2020-02-28,normal,stray,otc,2020-03-23,rescue,FALSE,"33.7656392, -118.1753959",No,6,03,Spring
cat,brown  tabby,Female,2020-09-25,2020-10-25,under age/weight,stray,otc,2020-10-27,rescue,FALSE,"33.7789736, -118.1775378",No,4,10,Fall
cat,brown  tabby,Unknown,2018-08-12,2018-09-12,under age/weight,stray,field,2018-09-12,euthanasia,TRUE,"33.7873122, -118.2086997",No,6,09,Fall
cat,black,Unknown,2015-01-19,2018-01-19,ill mild,stray,field,2018-01-19,euthanasia,TRUE,"33.8524273, -118.1959944",No,10,01,Winter
rabbit,white,Spayed,2023-02-26,2023-08-26,normal,stray,field,2023-11-08,rescue,FALSE,"33.7789736, -118.1775378",No,2,11,Fall
dog,brown,Male,2008-12-15,2019-12-15,aged,owner surrender,otc,2020-01-17,rescue,FALSE,"33.7789736, -118.1775378",No,16,01,Winter
dog,black,Female,2022-12-01,2024-12-01,normal,stray,field,2024-12-01,return to owner,FALSE,"33.7790114, -118.1676651",No,2,12,Winter
cat,black,Male,2016-04-02,2021-04-02,injured  severe,stray,field,2021-04-02,euthanasia,TRUE,"33.8672337, -118.2008716",No,8,04,Spring
dog,white,Male,2008-10-24,2017-08-21,normal,stray,field,2017-11-03,euthanasia,TRUE,"33.7790114, -118.1676651",No,16,11,Fall
dog,black,Male,2022-08-29,2023-03-29,ill moderatete,owner surrender,field,2023-04-01,rescue,FALSE,"33.7789799, -118.1963506",No,2,04,Spring
dog,brown,Male,2020-07-28,2023-07-28,injured  mild,stray,otc,2023-07-28,return to owner,FALSE,"33.7789799, -118.1963506",No,4,07,Summer
rabbit,tan,Neutered,2024-02-09,2024-08-07,normal,stray,otc,2024-08-18,adoption,FALSE,"33.7639857, -118.1944094",Yes,1,08,Summer
dog,brown,Female,2016-05-19,2018-05-19,normal,stray,otc,2018-05-25,transfer,FALSE,"33.7789723, -118.1654888",No,8,05,Spring
cat,tortie,Female,2023-08-04,2023-09-07,normal,stray,otc,2023-10-23,rescue,FALSE,"33.8542837, -118.1964921",No,1,10,Fall
dog,brown brindle,Male,2023-07-26,2023-11-26,ill severe,owner surrender,otc,2023-11-26,died,TRUE,"33.846061, -118.1936055",No,1,11,Fall
cat,brown  tabby,Male,2017-10-02,2017-10-26,under age/weight,stray,otc,2017-11-02,euthanasia,TRUE,"33.7789723, -118.1654888",No,7,11,Fall
dog,brown,Male,2022-12-01,2023-03-16,normal,owner surrender,field,2023-03-16,transfer,FALSE,"33.846061, -118.1936055",No,2,03,Spring
dog,tan,Female,2022-03-16,2023-03-16,normal,owner surrender,field,2023-03-16,transfer,FALSE,"33.846061, -118.1936055",No,3,03,Spring
dog,tan,Male,2023-12-02,2024-06-29,injured  mild,stray,field,2024-07-06,rescue,FALSE,"33.7789723, -118.1654888",No,1,07,Summer
dog,black,Male,2022-12-01,2023-03-16,normal,owner surrender,field,2023-03-16,transfer,FALSE,"33.846061, -118.1936055",No,2,03,Spring
dog,tan,Unknown,2023-03-15,2023-03-16,normal,owner surrender,field,2023-03-24,rescue,FALSE,"33.846061, -118.1936055",No,2,03,Spring
dog,tricolor,Female,2022-09-16,2023-03-16,normal,owner surrender,field,2023-03-16,transfer,FALSE,"33.846061, -118.1936055",No,2,03,Spring
dog,white,Female,2022-12-01,2023-03-16,normal,owner surrender,field,2023-03-16,transfer,FALSE,"33.846061, -118.1936055",No,2,03,Spring
dog,black,Male,2012-07-03,2024-07-17,ill severe,owner surrender,otc,2024-07-17,euthanasia,TRUE,"33.7664319, -118.1850452",No,12,07,Summer
dog,black,Neutered,2022-04-02,2022-09-02,normal,stray,otc,2022-09-08,adoption,FALSE,"33.7788173, -118.1805015",Yes,2,09,Fall
cat,seal point,Female,2022-03-19,2023-03-19,fractious,stray,otc,2023-03-19,rescue,FALSE,"33.781478, -118.1806515",No,3,03,Spring
cat,silver tabby,Female,2015-03-12,2018-03-12,normal,stray,otc,2018-03-15,transfer,FALSE,"33.7862224, -118.180078",No,10,03,Spring
dog,black,Male,2019-01-28,2019-07-26,normal,stray,otc,2019-08-01,transfer,FALSE,"33.8504599, -118.1952821",No,6,08,Summer
cat,black,Neutered,2016-05-16,2018-05-16,fractious,stray,field,2018-05-31,"shelter, neuter, return",FALSE,"33.7868197, -118.1783397",No,8,05,Spring
other,gray,Unknown,2022-08-14,2022-08-29,under age/weight,wildlife,field,2022-08-30,rescue,FALSE,"33.7654804, -118.1799501",No,2,08,Summer
dog,tan,Male,2017-11-16,2019-11-16,normal,owner surrender,otc,2019-11-16,transfer,FALSE,"33.791257, -118.1805629",No,7,11,Fall
cat,black,Unknown,2016-07-21,2023-07-21,injured  severe,stray,field,2023-07-21,euthanasia,TRUE,"33.7953225, -118.1806772",No,8,07,Summer
dog,brown,Male,2018-08-16,2019-08-15,normal,owner surrender,otc,2019-08-16,transfer,FALSE,"33.768057, -118.1805135",No,6,08,Summer
dog,black,Female,2015-08-12,2017-08-12,injured  moderate,stray,field,2017-08-19,adoption,FALSE,"33.8532923, -118.1962989",Yes,9,08,Summer
dog,tan,Spayed,2013-02-01,2017-02-01,normal,stray,field,2017-03-08,adoption,FALSE,"33.8398639, -118.1822288",Yes,12,03,Spring
dog,blue brindle,Neutered,2017-01-30,2019-01-30,normal,safe keep,hospital,2019-01-30,return to owner,FALSE,"33.7680477, -118.2003019",No,8,01,Winter
cat,flame point,Neutered,2013-06-14,2017-07-23,injured  severe,stray,field,2017-07-23,euthanasia,TRUE,"33.7714936, -118.1796768",No,11,07,Summer
bird,white,Unknown,2022-01-01,2023-01-01,injured  severe,wildlife,field,2023-01-01,euthanasia,TRUE,"33.7534738, -118.1317573",No,3,01,Winter
cat,black,Spayed,2015-10-16,2020-10-16,normal,welfare seized,police,2020-11-04,adoption,FALSE,"33.7471067, -118.1212655",Yes,9,11,Fall
dog,white,Female,2016-08-28,2017-06-28,normal,confiscate,police,2017-06-29,return to owner,FALSE,"33.7714936, -118.1796768",No,8,06,Summer
cat,gray tabby,Female,2020-03-13,2020-05-31,under age/weight,stray,trap,2020-06-10,rescue,FALSE,"33.7714936, -118.1796768",No,5,06,Summer
cat,calico,Female,2017-05-13,2017-06-06,under age/weight,stray,field,2017-06-06,euthanasia,TRUE,"33.8502723, -118.1956561",No,7,06,Summer
other,gray,Unknown,2019-06-12,2019-07-12,under age/weight,wildlife,field,2019-07-13,return to wild habitat,FALSE,"33.7714936, -118.1796768",No,5,07,Summer
other,gray,Unknown,2019-06-12,2019-07-12,under age/weight,wildlife,field,2019-07-13,return to wild habitat,FALSE,"33.7714936, -118.1796768",No,5,07,Summer
cat,calico,Female,2005-09-22,2020-09-22,ill mild,stray,field,2021-02-11,rescue,FALSE,"33.8548773, -118.1971016",No,19,02,Winter
other,gray,Unknown,2019-06-12,2019-07-12,under age/weight,wildlife,field,2019-07-13,return to wild habitat,FALSE,"33.7714936, -118.1796768",No,5,07,Summer
dog,black,Female,2023-05-13,2023-10-13,ill severe,stray,field,2023-10-13,died,TRUE,"33.7729834, -118.1796718",No,1,10,Fall
cat,brown,Female,2004-09-27,2017-09-27,normal,stray,field,2017-10-01,euthanasia,TRUE,"33.8460665, -118.1940513",No,20,10,Fall
cat,brown  tabby,Female,2019-04-14,2019-05-11,under age/weight,stray,otc,2019-05-22,rescue,FALSE,"33.7729834, -118.1796718",No,5,05,Spring
cat,black,Male,2023-07-25,2024-07-25,ill severe,stray,field,2024-07-26,euthanasia,TRUE,"33.7584892, -118.1434117",No,1,07,Summer
cat,brown  tabby,Male,2019-04-14,2019-05-11,under age/weight,stray,otc,2019-05-26,euthanasia,TRUE,"33.7729834, -118.1796718",No,5,05,Spring
dog,tan,Spayed,2008-03-29,2017-03-29,normal,owner surrender,otc,2017-03-30,rescue,FALSE,"33.8689636, -118.2016043",No,17,03,Spring
cat,brown  tabby,Male,2018-06-20,2018-06-23,under age/weight,stray,otc,2018-06-23,euthanasia,TRUE,"33.7729834, -118.1796718",No,6,06,Summer
cat,black,Female,2018-06-20,2018-06-23,under age/weight,stray,otc,2018-06-23,euthanasia,TRUE,"33.7729834, -118.1796718",No,6,06,Summer
reptile,green,Female,2015-01-14,2018-01-14,normal,stray,field,2018-01-25,rescue,FALSE,"33.7621679, -118.196966",No,10,01,Winter
other,brown,Unknown,2018-03-05,2021-03-05,ill severe,wildlife,field,2021-03-05,transfer,FALSE,"33.7580316, -118.1385367",No,7,03,Spring
cat,brown  tabby,Neutered,2014-08-24,2018-08-24,fractious,stray,otc,2018-09-07,"shelter, neuter, return",FALSE,"33.7729834, -118.1796718",No,10,09,Fall
cat,brown  tabby,Neutered,2016-06-27,2018-06-27,normal,stray,trap,2018-07-11,"shelter, neuter, return",FALSE,"33.7729834, -118.1796718",No,8,07,Summer
dog,black,Spayed,2015-06-15,2018-08-03,normal,owner surrender,otc,2018-08-05,transfer,FALSE,"33.7684106, -118.1846501",No,9,08,Summer
dog,blue,Male,2018-05-23,2019-09-15,normal,quarantine,NA,2019-10-03,return to owner,FALSE,"33.7684106, -118.1846501",No,6,10,Fall
cat,brown  tabby,Unknown,2018-02-08,2018-09-08,normal,stray,trap,2018-09-17,euthanasia,TRUE,"33.7729834, -118.1796718",No,7,09,Fall
dog,white,Spayed,2017-06-27,2019-03-20,normal,stray,otc,2019-03-30,transfer,FALSE,"33.7684106, -118.1846501",No,7,03,Spring
cat,black,Neutered,2013-08-15,2018-08-15,normal,stray,trap,2018-08-21,"shelter, neuter, return",FALSE,"33.7729834, -118.1796718",No,11,08,Summer
dog,black,Spayed,2013-06-24,2020-08-28,normal,quarantine,NA,2020-09-06,return to owner,FALSE,"33.8762079, -118.1811311",No,11,09,Fall
dog,white,Male,2009-05-26,2018-01-11,normal,stray,field,2018-01-11,return to owner,FALSE,"33.8812326, -118.1801708",No,15,01,Winter
